id,created_at,favorite_count,retweet_count,sentiment,change
1214367998917480448,2020-01-07,6001,2026,0.13636363636363635,1.5319969999999898
1214291052057825281,2020-01-06,5801,603,-0.4,2.213996999999992
1209201762596356096,2019-12-23,25547,2253,0.625,1.487999000000002
1206741550694158338,2019-12-17,6600,481,0.09999999999999999,0.0
1206736856693395456,2019-12-17,8341,1021,0.625,0.0
1206736530577874944,2019-12-17,2204,106,0.06818181818181818,0.0
1206735017470070784,2019-12-17,1886,99,0.04545454545454545,0.0
1206730897573081093,2019-12-17,2426,180,0.13333333333333333,0.0
1206730725182984193,2019-12-17,27513,3384,0.25,0.0
1206729188624883713,2019-12-17,4574,491,0.2833333333333333,0.0
1206725082095075329,2019-12-16,9007,2063,0.13636363636363635,3.7900010000000037
1205556646656692225,2019-12-13,4560,370,0.04166666666666667,-0.5319980000000015
1205556626419113984,2019-12-13,5630,504,0.5,-0.5319980000000015
1202644568614637568,2019-12-05,18407,1977,0.05,-0.4920049999999918
1202644120528769024,2019-12-05,6873,715,0.4,-0.4920049999999918
1202643451046555648,2019-12-05,19607,2293,0.5,-0.4920049999999918
1202642859125399552,2019-12-05,2736,202,0.11666666666666665,-0.4920049999999918
1202642123972964352,2019-12-05,4549,504,0.2833333333333333,-0.4920049999999918
1202637488377884672,2019-12-05,12793,2872,0.13636363636363635,-0.4920049999999918
1202595442262806531,2019-12-05,10929,1276,0.5,-0.4920049999999918
1202378920752041984,2019-12-05,16450,1611,0.4166666666666667,-0.4920049999999918
1202274520402317314,2019-12-04,12207,1195,0.05420634920634921,-0.9440000000000026
1199463905258590208,2019-11-26,6361,529,0.020833333333333336,-1.2700040000000001
1199463895892553728,2019-11-26,7624,668,0.3,-1.2700040000000001
1196556434982309888,2019-11-18,24457,2675,0.25,-0.585999000000001
1194745251480498177,2019-11-13,24213,2640,0.31666666666666665,-1.7780000000000058
1193921194707128320,2019-11-11,41600,5723,0.625,0.227997000000002
1193920497647411200,2019-11-11,2031,155,0.06818181818181818,0.227997000000002
1193916394682765312,2019-11-11,1696,132,0.06818181818181818,0.227997000000002
1193907901796012032,2019-11-11,3583,234,0.13333333333333333,0.227997000000002
1193907618575552514,2019-11-11,55884,8378,0.25,0.227997000000002
1193906592271323136,2019-11-11,14213,1288,0.16666666666666666,0.227997000000002
1193906242680311808,2019-11-11,4844,507,0.18888888888888888,0.227997000000002
1193901573883064321,2019-11-11,6693,2528,0.13636363636363635,0.227997000000002
1193891480915472384,2019-11-11,4187,582,0.13636363636363635,0.227997000000002
1193687615528042496,2019-11-11,30357,4069,0.32666666666666666,0.227997000000002
1191779329467748353,2019-11-05,13902,1566,-0.03888888888888889,-0.4799999999999969
1191779229798502400,2019-11-05,12852,1100,0.5,-0.4799999999999969
1189294320471412737,2019-10-29,18423,2289,0.25,-0.7540019999999998
1187489139291119616,2019-10-24,39739,4723,0.13333333333333333,0.26200099999999793
1172215126344122368,2019-09-12,4964,428,0.175,-0.36600099999999713
1167234510796263425,2019-08-30,20906,2119,0.5,-0.7079999999999984
1166728381611876352,2019-08-28,17646,1715,0.175,0.38000100000000003
1166467737041768448,2019-08-27,7342,1271,0.13636363636363635,-0.3319970000000012
1166445975256256512,2019-08-27,7369,626,0.3666666666666667,-0.3319970000000012
1166445139239137280,2019-08-27,3547,191,0.16666666666666666,-0.3319970000000012
1166438110797787137,2019-08-27,3112,260,0.1,-0.3319970000000012
